ID1,Id2,Id2,ID3,Age,kg,kg,cm,DOB,Study,Grade
771,2062,2062,4539,36,105,105,158,12/25/1995,Master,B-
3103,111,111,4534,39,66,66,187,5/21/1992,Ph.D.,F+
3513,3323,3323,2563,43,51,51,175,11/12/1992,Doctorate,B-
1792,3118,3118,1847,31,66,66,173,12/1/1996,Ph.D.,F+
4309,1146,1146,816,52,101,101,197,8/24/1996,Doctorate,F+
4774,286,286,3163,41,92,92,150,3/1/1989,Ph.D.,A-
2813,806,806,4799,36,108,108,193,9/19/1992,Ph.D.,B-
1292,3999,3999,3939,44,80,80,152,7/24/1992,Ph.D.,A+
3779,1532,1532,2222,29,56,56,163,1/10/1998,Ph.D.,F+
1932,1992,1992,171,20,79,79,150,10/12/1997,Doctorate,C-
546,3774,3774,956,54,102,102,165,7/24/1986,Ph.D.,F+
1372,3388,3388,2177,30,102,102,151,8/23/1992,Bachelor,C-
2558,1607,1607,1692,32,78,78,188,2/14/1997,Doctorate,C-
3268,3003,3003,2518,42,51,51,174,7/20/1994,Doctorate,C-
2988,1537,1537,1722,57,96,96,174,6/4/1986,Ph.D.,B-
1091,4649,4649,4579,50,50,50,179,4/4/1994,Bachelor,C+
191,2653,2653,1492,41,71,71,166,7/26/1996,Master,F-
1592,3658,3658,1076,20,108,108,157,7/24/1997,Bachelor,F-
2948,2447,2447,2858,20,107,107,167,2/19/1989,Ph.D.,F-
1562,1432,1432,521,33,89,89,183,6/4/1992,Doctorate,C+
2618,3093,3093,4034,31,75,75,157,11/24/1990,Doctorate,C+
3693,176,176,766,53,61,61,181,6/10/1995,Master,C-
3633,131,131,2628,21,53,53,167,10/8/1987,Master,A+
641,4244,4244,596,57,96,96,168,1/2/1996,Doctorate,B-
3333,3994,3994,3889,50,103,103,161,7/25/1998,Ph.D.,D-
81,1647,1647,2758,31,81,81,186,11/22/1992,Doctorate,C-
4589,171,171,21,20,72,72,187,11/9/1994,Master,A+
4734,2197,2197,1367,36,99,99,182,12/22/1988,Ph.D.,D-
141,2347,2347,4924,47,97,97,187,4/14/1995,Ph.D.,A+
516,161,161,3438,56,83,83,196,6/12/1991,Master,B-
2087,1016,1016,3944,56,110,110,175,4/9/1994,Bachelor,F-
3383,4624,4624,1932,58,95,95,181,11/5/1997,Doctorate,F+
2127,4129,4129,4809,38,59,59,161,3/18/1996,Ph.D.,C-
91,3413,3413,4439,39,56,56,180,12/6/1989,Master,C+
3884,3138,3138,4059,42,86,86,151,5/25/1995,Doctorate,B+
4684,91,91,2598,23,88,88,161,11/13/1988,Ph.D.,F-
1662,2543,2543,941,53,77,77,150,1/6/1988,Master,D-
3879,3348,3348,2933,51,100,100,182,2/9/1989,Ph.D.,D-
2062,336,336,3093,28,63,63,196,9/30/1989,Bachelor,C-
2187,4069,4069,531,36,62,62,178,9/22/1986,Ph.D.,F-
436,31,31,3318,54,63,63,152,9/21/1992,Doctorate,A+
276,4869,4869,3443,23,71,71,177,7/26/1992,Bachelor,A-
2563,2212,2212,796,31,104,104,190,8/16/1996,Bachelor,B-
4939,1312,1312,4514,43,94,94,162,9/10/1997,Bachelor,D-
891,1802,1802,4164,34,60,60,190,4/27/1993,Ph.D.,C-
4714,281,281,926,22,52,52,188,1/19/1994,Ph.D.,D-
3248,1166,1166,4404,54,60,60,192,7/13/1990,Master,C+
3573,1006,1006,906,24,52,52,182,5/15/1991,Bachelor,A+
3293,2553,2553,3363,25,75,75,179,10/11/1986,Doctorate,C+
1126,1297,1297,1317,40,67,67,172,3/13/1993,Doctorate,D+
1757,1392,1392,3173,38,69,69,180,12/16/1989,Doctorate,F+
2743,4759,4759,1377,30,94,94,155,2/10/1997,Ph.D.,F-
3964,251,251,2417,51,107,107,178,2/7/1987,Master,C-
2578,1867,1867,556,53,94,94,151,8/10/1996,Bachelor,B+
636,1562,1562,1372,25,98,98,184,11/20/1991,Bachelor,B-
2518,291,291,1807,41,75,75,181,12/13/1990,Bachelor,D+
2442,736,736,221,52,52,52,192,4/4/1988,Bachelor,C+
1527,2437,2437,631,23,78,78,150,5/18/1988,Ph.D.,C+
2182,2783,2783,4464,50,53,53,196,6/9/1989,Bachelor,D+
4319,1452,1452,106,47,95,95,168,6/24/1991,Master,D+
3748,2573,2573,236,35,105,105,192,4/29/1993,Doctorate,D-
2708,1111,1111,4814,22,82,82,193,3/23/1996,Master,B-
3628,3603,3603,2838,37,85,85,171,3/5/1986,Bachelor,F-
146,4399,4399,491,54,58,58,198,11/19/1998,Ph.D.,C+
3033,2342,2342,1111,38,97,97,181,12/24/1992,Ph.D.,D+
3949,936,936,2733,34,97,97,167,1/23/1991,Ph.D.,A-
4569,1762,1762,2357,51,70,70,181,1/25/1997,Master,D-
3278,2933,2933,1987,46,76,76,170,9/1/1994,Ph.D.,A+
1307,4674,4674,511,54,100,100,155,5/3/1992,Bachelor,D-
2778,2958,2958,186,24,85,85,187,10/10/1987,Doctorate,A-
1602,4794,4794,4654,45,85,85,151,5/8/1988,Doctorate,B+
1282,16,16,1682,55,104,104,158,7/23/1997,Bachelor,D-
2673,416,416,3769,52,55,55,174,11/22/1997,Master,B+
2528,3984,3984,3028,24,88,88,185,1/8/1998,Ph.D.,A-
4884,2993,2993,861,45,79,79,164,3/6/1987,Bachelor,A-
4609,1857,1857,691,39,99,99,184,8/31/1998,Bachelor,F+
4329,851,851,4334,37,109,109,194,7/4/1987,Master,C+
1191,3468,3468,4959,51,104,104,188,4/27/1996,Doctorate,B+
2848,2177,2177,4169,53,74,74,156,10/16/1995,Ph.D.,C-
2733,486,486,1507,46,96,96,155,10/14/1987,Master,F-
2487,2878,2878,2813,25,74,74,177,10/17/1996,Master,C-
4709,666,666,4844,52,90,90,199,4/26/1986,Doctorate,C+
2262,4104,4104,1662,38,82,82,191,8/4/1990,Doctorate,F+
776,4254,4254,4434,50,90,90,170,1/16/1989,Master,B-
1402,81,81,2112,20,54,54,193,5/4/1998,Bachelor,F+
3048,441,441,4919,59,83,83,161,3/2/1993,Master,F-
1101,3588,3588,3193,39,85,85,161,10/10/1985,Bachelor,F+
2553,446,446,4869,54,52,52,181,12/16/1995,Ph.D.,D-
3448,1352,1352,2993,36,108,108,167,5/19/1986,Ph.D.,B+
2047,1186,1186,676,49,98,98,191,9/1/1988,Ph.D.,F-
4159,2768,2768,3573,52,65,65,166,12/7/1986,Master,D+
1552,4329,4329,2633,46,101,101,168,3/15/1995,Doctorate,A-
26,3498,3498,1512,38,78,78,164,10/27/1993,Master,A+
1181,4119,4119,461,48,84,84,151,9/28/1996,Ph.D.,C-
1687,2708,2708,4714,51,67,67,171,11/1/1997,Ph.D.,A+
1502,526,526,4279,23,102,102,183,6/6/1996,Master,B-
501,1707,1707,1702,33,93,93,163,3/12/1994,Doctorate,B-
3218,2277,2277,2603,35,76,76,177,8/4/1993,Doctorate,F+
406,3864,3864,3673,26,83,83,164,11/27/1996,Ph.D.,B+
3358,1927,1927,1407,25,61,61,159,6/19/1997,Ph.D.,A+
4354,4234,4234,2242,51,108,108,166,7/16/1989,Master,F+
711,3223,3223,196,39,52,52,163,11/18/1987,Master,D-
3078,4694,4694,2197,42,58,58,190,10/11/1998,Master,A+
4879,2643,2643,4119,52,72,72,154,5/27/1991,Doctorate,C+
961,246,246,1502,33,56,56,195,5/11/1997,Master,B+
2097,1126,1126,3378,48,73,73,193,9/6/1986,Doctorate,D+
1742,2808,2808,3383,32,58,58,150,9/10/1992,Master,C+
3408,2302,2302,2868,35,59,59,152,11/3/1995,Master,C+
3288,4169,4169,586,50,109,109,153,12/12/1995,Master,B-
3488,616,616,2878,30,90,90,173,12/27/1986,Bachelor,A+
2628,2648,2648,4509,58,79,79,179,1/19/1985,Bachelor,C+
3443,3829,3829,176,55,89,89,169,10/4/1997,Bachelor,D-
4749,1196,1196,3088,55,90,90,150,3/23/1990,Master,B+
2803,3874,3874,1837,49,52,52,154,3/29/1997,Doctorate,F+
1752,781,781,891,58,72,72,180,2/26/1992,Bachelor,A+
4674,266,266,2397,30,96,96,161,12/18/1991,Doctorate,A-
666,1121,1121,4669,26,64,64,192,1/8/1989,Master,D+
4439,3568,3568,3974,59,98,98,170,3/16/1989,Ph.D.,B-
1807,1612,1612,661,28,71,71,157,7/5/1985,Doctorate,A+
1447,2923,2923,2828,25,70,70,161,8/11/1992,Bachelor,F-
321,3914,3914,421,29,109,109,196,6/19/1995,Ph.D.,F+
5000,2608,2608,2608,38,92,92,169,2/20/1996,Master,A+
2508,3959,3959,2347,50,98,98,163,9/18/1993,Master,C-
4174,2898,2898,4064,35,84,84,170,1/7/1988,Bachelor,F+
1156,4464,4464,2202,37,86,86,183,8/2/1994,Bachelor,C+
186,4144,4144,2528,37,59,59,173,7/24/1993,Master,D+
4509,2558,2558,2317,32,50,50,184,7/5/1994,Doctorate,C-
3558,1387,1387,721,29,51,51,192,3/21/1998,Doctorate,A-
656,1307,1307,4154,22,70,70,160,6/13/1995,Ph.D.,B+
1822,921,921,1046,46,109,109,170,3/30/1993,Doctorate,B-
4244,4099,4099,2072,46,68,68,161,10/8/1989,Master,D-
2482,1657,1657,3273,56,79,79,172,10/7/1992,Master,A+
1887,311,311,321,49,82,82,183,1/14/1991,Ph.D.,F-
1287,3393,3393,4719,32,88,88,178,4/13/1991,Ph.D.,A-
2638,3879,3879,1787,48,98,98,168,8/17/1994,Ph.D.,B+
1587,3633,3633,1472,43,53,53,158,8/2/1986,Master,D-
4754,5000,5000,2492,34,50,50,198,7/2/1992,Ph.D.,F+
2277,2843,2843,3764,47,92,92,182,4/5/1997,Bachelor,F+
531,2668,2668,2613,21,93,93,173,5/13/1994,Bachelor,C-
4199,4939,4939,1517,43,108,108,171,8/8/1989,Doctorate,C-
326,2563,2563,2948,41,60,60,178,1/4/1993,Doctorate,F+
2017,1902,1902,1752,31,58,58,180,1/23/1996,Ph.D.,B-
2287,3343,3343,3638,26,77,77,177,1/28/1993,Bachelor,F-
1722,1071,1071,3013,40,108,108,191,4/30/1991,Ph.D.,C+
31,4334,4334,2503,22,103,103,191,2/12/1991,Master,B+
3418,296,296,4199,32,70,70,179,8/8/1990,Ph.D.,B+
4974,4644,4644,4349,20,70,70,167,12/14/1998,Doctorate,F+
3528,3353,3353,666,48,67,67,177,11/3/1993,Doctorate,F+
4844,3308,3308,1156,51,90,90,159,3/13/1998,Bachelor,C-
2768,2137,2137,1592,20,88,88,184,3/11/1991,Doctorate,A+
4969,2883,2883,2908,41,71,71,156,4/26/1992,Doctorate,D-
1136,4044,4044,4374,22,106,106,181,9/29/1989,Doctorate,A-
196,2142,2142,3063,48,106,106,167,2/22/1985,Bachelor,C-
2197,4029,4029,1767,50,94,94,196,4/4/1991,Doctorate,C+
3979,21,21,2057,25,68,68,159,9/1/1996,Bachelor,C-
2327,4214,4214,2843,38,66,66,160,3/2/1991,Bachelor,A-
1962,971,971,2007,23,52,52,196,10/26/1988,Doctorate,C-
1787,1201,1201,641,28,96,96,162,7/8/1998,Master,C+
1021,911,911,3869,28,84,84,164,9/25/1996,Master,B-
3728,511,511,3824,24,88,88,161,6/5/1992,Doctorate,A-
271,2452,2452,4599,27,55,55,157,11/9/1992,Master,A+
1312,1692,1692,1181,41,109,109,166,2/27/1991,Bachelor,D+
3153,1397,1397,1462,38,101,101,160,9/14/1989,Doctorate,B+
2773,181,181,1262,59,91,91,176,8/10/1985,Doctorate,F+
3648,3478,3478,2548,47,80,80,165,2/4/1991,Bachelor,F-
2928,3333,3333,2457,21,54,54,174,8/15/1991,Bachelor,A+
3909,551,551,1862,55,74,74,171,10/18/1997,Master,A-
2212,2798,2798,2387,40,58,58,179,8/8/1985,Master,C-
2167,3608,3608,2167,40,61,61,163,1/15/1990,Master,D-
1246,1282,1282,2377,43,69,69,172,10/8/1992,Doctorate,A+
4499,3809,3809,2793,34,80,80,198,2/11/1993,Ph.D.,C-
1777,116,116,3418,57,105,105,182,11/3/1997,Master,B+
2472,3869,3869,4314,38,51,51,174,10/10/1992,Doctorate,F+
4379,1,1,1712,25,108,108,178,12/13/1996,Ph.D.,F-
4554,866,866,1642,23,107,107,193,4/30/1985,Master,C-
4464,1447,1447,4024,55,72,72,176,8/21/1989,Bachelor,F-
2983,1422,1422,966,46,62,62,156,9/28/1993,Ph.D.,D-
1842,4614,4614,946,57,55,55,163,1/30/1987,Bachelor,F+
2738,2698,2698,2062,37,73,73,197,11/13/1998,Master,B+
2427,3748,3748,671,56,71,71,156,6/14/1998,Doctorate,F-
4059,3058,3058,2638,50,66,66,192,7/14/1991,Master,F+
416,3824,3824,1086,40,76,76,155,11/25/1998,Doctorate,A-
1462,1246,1246,4729,49,67,67,155,10/8/1991,Doctorate,C-
926,1272,1272,2342,21,58,58,164,7/31/1994,Master,C+
1367,2713,2713,1397,41,67,67,193,11/29/1993,Doctorate,F+
1106,3964,3964,311,59,56,56,177,12/24/1997,Bachelor,B+
2903,721,721,1151,48,108,108,174,9/18/1996,Ph.D.,D+
2598,4959,4959,4734,59,63,63,178,11/18/1995,Doctorate,F+
2793,4684,4684,2277,41,71,71,174,6/18/1997,Master,B+
506,3578,3578,3854,53,54,54,169,9/19/1988,Master,D-
1512,3493,3493,1282,36,65,65,187,11/20/1987,Master,F+
1141,396,396,4134,51,93,93,155,4/5/1998,Doctorate,A+
1997,2988,2988,141,43,62,62,161,5/3/1995,Bachelor,C+
261,3653,3653,3633,30,58,58,176,11/9/1995,Bachelor,A+
4839,2027,2027,3023,41,85,85,191,2/5/1991,Doctorate,A+
3233,1947,1947,4584,41,50,50,151,9/23/1996,Doctorate,B+
4719,646,646,4414,43,103,103,150,12/3/1985,Master,F+
"The data in the CSV file lists three IDs of 1000 unique person with several other attributes like their Age, Weight, Height, Date of Birth, last completed study and corresponding study grade.",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
